ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente,Montant_total,Montant_normalise,Segment,Resultat_test
63,Chaussures,20.0,50.0,2022-01-07,1000.0,0.5042168680863781,Premium,
64,Cravate,12.0,15.0,2022-01-08,180.0,0.08462800377015947,Basique,
65,Robe,15.0,45.0,2022-01-09,675.0,0.33791640357080366,Premium,
66,Pull,20.0,54.26479222881814,2022-,1085.2958445763627,0.5478622175457545,Premium,
14,Pantalon,12.2,12.68,2023-06-10,154.696,0.07168010544984534,Basique,
65,Chemise,10.830860033726813,54.26479222881814,2023-12-21,587.7343693895957,0.29326312693463513,Premium,
98,Chaussures,10.830860033726813,35.01,07/09/2023,379.1884097807757,0.18655146553219512,Standard,
14,Pantalon,10.830860033726813,54.26479222881814,2024-12-14,587.7343693895957,0.29326312693463513,Premium,
80,Pull,12.0,14.12,18/07/2024,169.44,0.07922451790774573,Basique,
11,Cravate,10.830860033726813,54.26479222881814,2023-07-28,587.7343693895957,0.29326312693463513,Premium,
82,Chaussures,11.1,54.26479222881814,02/08/2023,602.3391937398814,0.30073632408423784,Premium,
82,Cravate,14.0,30.61,18/11/2023,428.53999999999996,0.21180436515693135,Standard,
52,Robe,10.830860033726813,54.26479222881814,31/08/2024,587.7343693895957,0.29326312693463513,Premium,
93,Pantalon,10.830860033726813,54.26479222881814,2023-11-09,587.7343693895957,0.29326312693463513,Premium,
42,Montre,10.830860033726813,54.26479222881814,2025-02-05,587.7343693895957,0.29326312693463513,Premium,
8,Cravate,17.7,54.26479222881814,2024-11-14,960.486822450081,0.4839982226062615,Premium,
98,Chaussures,10.830860033726813,95.22,23/12/2023,1031.3144924114672,0.5202402977297518,Premium,
84,Pull,10.830860033726813,20.89,2025-01-04,226.25666610455312,0.10829725010901797,Standard,
44,Chemise,12.2,62.96,2023-08-09,768.112,0.3855612308076472,Premium,
31,Robe,13.7,54.26479222881814,2024-02-24,743.4276535348084,0.3729304053201865,Premium,
61,Lunettes de soleil,4.6,54.26479222881814,01/09/2024,249.6180442525634,0.12025112099436597,Standard,
53,Montre,17.4,70.6,2023-12-13,1228.4399999999998,0.6211081853600328,Premium,
58,Chaussures,10.830860033726813,51.64,11/07/2024,559.3056121416527,0.27871630990099383,Premium,
71,Pantalon,2.0,97.21,2023-08-26,194.42,0.09200662745728126,Basique,
53,Montre,10.830860033726813,91.22,22/07/2023,987.9910522765598,0.49807196474868165,Premium,
1,Lunettes de soleil,10.830860033726813,54.26479222881814,2024-07-23,587.7343693895957,0.29326312693463513,Premium,
41,Chemise,10.830860033726813,55.26,2024-09-13,598.5133254637436,0.2987786512488621,Premium,
66,Pantalon,17.2,63.55,26/02/2024,1093.06,0.5518350872488991,Premium,
75,Pull,18.8,54.26479222881814,2024-11-19,1020.178093901781,0.5145418723599322,Premium,
34,Lunettes de soleil,10.830860033726813,51.15,2023-06-26,553.9984907251264,0.27600068911081266,Premium,
59,Pantalon,2.4,55.53,11/01/2025,133.272,0.06071757882897866,Basique,
84,Chemise,10.830860033726813,93.86,2025-03-16,1016.5845227655986,0.5127030645161879,Premium,
44,Cravate,10.830860033726813,54.26479222881814,2024-03-12,587.7343693895957,0.29326312693463513,Premium,
34,Chaussures,10.830860033726813,60.48,2025-02-27,655.0504148397976,0.3277083257891585,Premium,
89,Chaussures,10.830860033726813,62.43,04/03/2024,676.170591905565,0.3385153881174302,Premium,
32,Pantalon,10.830860033726813,97.65,2024-10-23,1057.6334822934234,0.5337075600157517,Premium,
21,Chaussures,17.7,54.26479222881814,18/05/2025,960.486822450081,0.4839982226062615,Premium,
86,Cravate,6.1,44.43,06/10/2024,271.02299999999997,0.13120390279047062,Standard,
29,Cravate,10.830860033726813,41.47,2023-07-16,449.15576559865093,0.22235332329662322,Standard,
4,Cravate,10.830860033726813,54.26479222881814,01/10/2023,587.7343693895957,0.29326312693463513,Premium,
83,Lunettes de soleil,10.830860033726813,94.53,08/12/2024,1023.8411989881956,0.5164162602905171,Premium,
23,Robe,10.830860033726813,54.26479222881814,25/09/2023,587.7343693895957,0.29326312693463513,Premium,
78,Pantalon,8.3,54.26479222881814,2024-05-15,450.3977754991906,0.22298885198398533,Standard,
41,Pantalon,10.830860033726813,54.26479222881814,06/11/2024,587.7343693895957,0.29326312693463513,Premium,
96,Chaussures,10.830860033726813,46.55,28/01/2024,504.1765345699831,0.25050710618258215,Premium,
85,Pull,2.8,70.55,2023-11-15,197.54,0.09360311191663077,Basique,
19,Chemise,10.830860033726813,65.01,05/02/2025,704.1142107925801,0.3528139628902204,Premium,
54,Cravate,10.830860033726813,54.49,2024-01-22,590.173563237774,0.29451124715000615,Premium,
84,Chemise,18.0,80.06,2023-12-15,1441.08,0.729914741589546,Premium,
90,Montre,2.0,92.57,30/04/2025,185.14,0.0872581095781904,Basique,
93,Lunettes de soleil,10.830860033726813,54.26479222881814,21/01/2024,587.7343693895957,0.29326312693463513,Premium,
31,Robe,10.830860033726813,54.26479222881814,24/03/2024,587.7343693895957,0.29326312693463513,Premium,
28,Pantalon,10.830860033726813,54.26479222881814,2024-10-02,587.7343693895957,0.29326312693463513,Premium,
27,Lunettes de soleil,8.4,54.26479222881814,13/12/2023,455.8242547220724,0.22576554741613722,Standard,
96,Cravate,10.830860033726813,49.23,31/07/2024,533.2032394603709,0.26535988927989906,Premium,
44,Lunettes de soleil,10.830860033726813,92.76,12/12/2023,1004.6705767284992,0.5066067729463937,Premium,
76,Chemise,10.830860033726813,54.26479222881814,2024-12-22,587.7343693895957,0.29326312693463513,Premium,
7,Robe,8.2,54.26479222881814,18/04/2025,444.9712962763087,0.22021215655183343,Standard,
36,Lunettes de soleil,5.8,52.33,27/03/2024,303.51399999999995,0.1478293439983953,Standard,
29,Pantalon,15.8,77.88,2024-02-27,1230.504,0.622164321233141,Premium,
3,Chaussures,10.830860033726813,70.25,20/06/2024,760.8679173693087,0.3818544790954221,Premium,
90,Robe,15.6,64.53,2024-06-08,1006.668,0.5076288419245008,Premium,
40,Pantalon,10.830860033726813,54.26479222881814,27/06/2023,587.7343693895957,0.29326312693463513,Premium,
48,Pantalon,10.830860033726813,54.26479222881814,26/01/2025,587.7343693895957,0.29326312693463513,Premium,
14,Lunettes de soleil,10.830860033726813,54.26479222881814,2024-10-31,587.7343693895957,0.29326312693463513,Premium,
94,Robe,10.830860033726813,54.26479222881814,10/07/2023,587.7343693895957,0.29326312693463513,Premium,
79,Lunettes de soleil,10.830860033726813,86.59,19/05/2024,937.8441703204047,0.4724121193230931,Premium,
61,Montre,9.5,18.37,31/10/2024,174.51500000000001,0.08182136362287355,Basique,
89,Cravate,10.830860033726813,54.26479222881814,18/08/2023,587.7343693895957,0.29326312693463513,Premium,
96,Pull,10.830860033726813,54.26479222881814,2024-11-01,587.7343693895957,0.29326312693463513,Premium,
16,Cravate,7.0,54.26479222881814,25/12/2024,379.853545601727,0.18689181136601096,Standard,
93,Robe,19.6,54.26479222881814,2023-12-15,1063.5899276848356,0.5367554358171471,Premium,
37,Montre,10.830860033726813,26.59,21/09/2023,287.9925682967959,0.13988712460704272,Standard,
62,Pantalon,10.830860033726813,54.26,2024-05-08,587.6824654300168,0.2932365680035946,Premium,
77,Cravate,10.830860033726813,54.26479222881814,12/12/2023,587.7343693895957,0.29326312693463513,Premium,
76,Lunettes de soleil,6.8,64.87,2024-06-13,441.11600000000004,0.21823942559307868,Standard,
10,Chaussures,10.830860033726813,54.26479222881814,12/08/2023,587.7343693895957,0.29326312693463513,Premium,
5,Cravate,10.830860033726813,54.26479222881814,2025-03-28,587.7343693895957,0.29326312693463513,Premium,
96,Robe,10.830860033726813,54.26479222881814,23/10/2023,587.7343693895957,0.29326312693463513,Premium,
56,Montre,10.830860033726813,54.26479222881814,06/07/2024,587.7343693895957,0.29326312693463513,Premium,
86,Pantalon,10.830860033726813,54.26479222881814,22/05/2023,587.7343693895957,0.29326312693463513,Premium,
85,Lunettes de soleil,16.5,54.26479222881814,28/01/2024,895.3690717754993,0.450677877420439,Premium,
20,Montre,10.830860033726813,54.26479222881814,25/11/2023,587.7343693895957,0.29326312693463513,Premium,
62,Montre,5.6,44.52,2025-04-02,249.312,0.12009452006709331,Standard,
39,Montre,10.830860033726813,54.26479222881814,02/06/2024,587.7343693895957,0.29326312693463513,Premium,
49,Lunettes de soleil,19.8,54.58,2025-01-05,1080.684,0.5455023655601461,Premium,
65,Pull,10.830860033726813,54.26479222881814,2023-08-29,587.7343693895957,0.29326312693463513,Premium,
93,Chaussures,8.8,54.26479222881814,22/07/2024,477.53017161359963,0.2368723291447447,Standard,
80,Lunettes de soleil,10.830860033726813,54.26479222881814,13/12/2023,587.7343693895957,0.29326312693463513,Premium,
91,Pantalon,10.830860033726813,91.31,12/05/2025,988.9658296795953,0.49857075224075575,Premium,
88,Cravate,10.5,54.26479222881814,25/11/2024,569.7803184025904,0.28407615149132653,Premium,
33,Chemise,10.830860033726813,91.11,2024-01-19,986.7996576728499,0.4974623355917022,Premium,
33,Montre,17.1,54.26479222881814,2024-03-07,927.9279471127902,0.4673380500133503,Premium,
31,Lunettes de soleil,10.830860033726813,54.26479222881814,2025-04-19,587.7343693895957,0.29326312693463513,Premium,
85,Lunettes de soleil,6.2,54.26479222881814,23/08/2023,336.44171181867245,0.16467824790879595,Standard,
33,Chaussures,12.9,54.26479222881814,2023-07-10,700.015819751754,0.35071684186297153,Premium,
54,Chaussures,10.830860033726813,54.26479222881814,2024-07-25,587.7343693895957,0.29326312693463513,Premium,
33,Montre,10.830860033726813,54.26479222881814,2024-08-21,587.7343693895957,0.29326312693463513,Premium,
47,Pantalon,16.0,33.8,23/09/2024,540.8,0.26924710406929564,Premium,
48,Robe,10.830860033726813,19.75,15/11/2023,213.90948566610456,0.10197927520941301,Standard,
39,Lunettes de soleil,3.2,54.26479222881814,19/03/2025,173.64733513221805,0.08137738494423975,Basique,
96,Lunettes de soleil,12.2,89.69,22/11/2023,1094.2179999999998,0.5524276285963114,Premium,
79,Lunettes de soleil,10.830860033726813,54.26479222881814,2023-12-24,587.7343693895957,0.29326312693463513,Premium,
83,Pull,10.830860033726813,27.08,01/09/2023,293.2996897133221,0.1426027453972238,Standard,
12,Cravate,13.2,54.26479222881814,2024-12-03,716.2952574203994,0.3590469281594271,Premium,
17,Cravate,2.3,62.77,07/08/2024,144.371,0.06639686761561978,Basique,
100,Chaussures,16.0,34.95,2024-08-11,559.2,0.2786622688295621,Premium,
70,Robe,16.2,69.5,2023-11-26,1125.8999999999999,0.5686391095710267,Premium,
2,Pull,16.0,63.0,2024-05-23,1008.0,0.508310417982146,Premium,
34,Chemise,10.830860033726813,57.35,16/10/2023,621.1498229342327,0.3103616052314712,Premium,
6,Robe,9.7,54.26479222881814,20/04/2024,526.3684846195359,0.26186258803411155,Premium,
55,Pantalon,10.830860033726813,16.61,15/04/2024,179.90058516020235,0.08457713381927304,Basique,
78,Chaussures,10.830860033726813,54.26479222881814,18/05/2024,587.7343693895957,0.29326312693463513,Premium,
84,Cravate,9.2,54.26479222881814,26/10/2024,499.2360885051268,0.24797911087335217,Standard,
54,Pantalon,10.830860033726813,54.26479222881814,2024-10-10,587.7343693895957,0.29326312693463513,Premium,
16,Lunettes de soleil,10.830860033726813,88.13,01/02/2025,954.523694772344,0.4809469275208051,Premium,
77,Robe,7.7,54.26479222881814,2025-03-21,417.8389001618997,0.20632867939107408,Standard,
29,Lunettes de soleil,17.1,54.26479222881814,2023-10-16,927.9279471127902,0.4673380500133503,Premium,
24,Robe,10.830860033726813,54.26479222881814,2024-05-04,587.7343693895957,0.29326312693463513,Premium,
24,Chaussures,10.830860033726813,16.26,2024-04-13,176.109784148398,0.08263740468342944,Basique,
96,Cravate,10.830860033726813,54.26479222881814,15/05/2024,587.7343693895957,0.29326312693463513,Premium,
93,Pull,15.8,89.5,2023-12-02,1414.1000000000001,0.7161092445660685,Premium,
97,Chemise,10.830860033726813,54.26479222881814,19/07/2023,587.7343693895957,0.29326312693463513,Premium,
78,Montre,8.9,77.94,07/02/2025,693.666,0.3474676788651043,Premium,
56,Pantalon,10.830860033726813,54.26479222881814,2025-03-21,587.7343693895957,0.29326312693463513,Premium,
29,Lunettes de soleil,19.7,54.26479222881814,2024-07-22,1069.0164069077173,0.5395321312492989,Premium,
99,Chaussures,10.830860033726813,39.53,09/10/2024,428.14389713322095,0.21160168180080427,Standard,
72,Pull,2.4,54.26479222881814,2023-06-02,130.2355013491635,0.059163821487024745,Basique,
41,Lunettes de soleil,10.830860033726813,54.26479222881814,2025-05-10,587.7343693895957,0.29326312693463513,Premium,
42,Chaussures,10.830860033726813,54.26479222881814,2025-03-11,587.7343693895957,0.29326312693463513,Premium,
56,Pantalon,10.830860033726813,54.26479222881814,01/04/2024,587.7343693895957,0.29326312693463513,Premium,
66,Cravate,10.830860033726813,41.6,2023-11-04,450.56377740303543,0.223073794118508,Standard,
14,Chaussures,5.9,64.22,2024-03-28,378.898,0.18640286466621708,Standard,
41,Chaussures,10.830860033726813,54.26479222881814,23/05/2023,587.7343693895957,0.29326312693463513,Premium,
76,Chemise,7.7,54.26479222881814,2024-03-20,417.8389001618997,0.20632867939107408,Standard,
77,Lunettes de soleil,9.8,50.48,09/05/2024,494.704,0.2456600695698805,Standard,
11,Chaussures,10.830860033726813,99.19,09/12/2024,1074.3130067453626,0.5422423682134636,Premium,
83,Pull,2.3,54.26479222881814,30/11/2024,124.8090221262817,0.05638712605487287,Basique,
47,Chemise,7.9,54.26479222881814,13/12/2024,428.69185860766333,0.21188207025537784,Standard,
99,Chemise,13.6,63.75,2024-12-22,867.0,0.43616160106923535,Premium,
24,Chaussures,14.7,46.98,29/06/2023,690.6059999999999,0.345901896029973,Premium,
79,Robe,10.830860033726813,31.06,26/05/2024,336.4065126475548,0.16466023671338847,Standard,
61,Cravate,10.830860033726813,54.26479222881814,05/05/2025,587.7343693895957,0.29326312693463513,Premium,
65,Lunettes de soleil,19.4,82.11,07/07/2024,1592.934,0.8076174823235399,Premium,
7,Montre,17.6,74.03,05/07/2023,1302.928,0.6592232284395286,Premium,
11,Chaussures,6.2,84.79,2024-06-19,525.6980000000001,0.26151950525355966,Premium,
58,Pull,10.830860033726813,54.26479222881814,2025-03-13,587.7343693895957,0.29326312693463513,Premium,
18,Montre,9.5,91.53,20/11/2023,869.535,0.43745874469245677,Premium,
28,Chaussures,10.830860033726813,54.26479222881814,2024-03-30,587.7343693895957,0.29326312693463513,Premium,
39,Pantalon,10.830860033726813,54.26479222881814,2025-04-12,587.7343693895957,0.29326312693463513,Premium,
19,Robe,10.830860033726813,54.26479222881814,2024-08-25,587.7343693895957,0.29326312693463513,Premium,
86,Pantalon,10.830860033726813,16.09,24/07/2023,174.2685379426644,0.08169525053173393,Basique,
61,Chemise,10.830860033726813,32.83,13/10/2024,355.57713490725126,0.17446972405751196,Standard,
9,Pull,5.6,54.26479222881814,2024-08-17,303.88283648138156,0.1480180753158847,Standard,
62,Chaussures,16.4,54.26479222881814,2025-05-17,889.9425925526174,0.4479011819882871,Premium,
38,Cravate,1.8,54.26479222881814,23/10/2024,97.67662601187266,0.04250364889411352,Basique,
66,Lunettes de soleil,10.830860033726813,32.8,21/01/2024,355.25220910623943,0.17430346156015394,Standard,
46,Chemise,10.830860033726813,54.26479222881814,14/12/2023,587.7343693895957,0.29326312693463513,Premium,
52,Montre,10.830860033726813,40.51,31/08/2023,438.7581399662732,0.21703292338116642,Standard,
89,Montre,10.830860033726813,54.26479222881814,2024-10-24,587.7343693895957,0.29326312693463513,Premium,
38,Robe,10.830860033726813,54.26479222881814,12/05/2025,587.7343693895957,0.29326312693463513,Premium,
58,Chemise,10.830860033726813,54.26479222881814,17/05/2025,587.7343693895957,0.29326312693463513,Premium,
82,Chemise,10.830860033726813,42.7,2023-07-17,462.4777234401349,0.22917008568830227,Standard,
19,Montre,1.7,54.26479222881814,15/09/2024,92.25014678899083,0.03972695346196164,Basique,
50,Chemise,10.830860033726813,54.26479222881814,07/08/2023,587.7343693895957,0.29326312693463513,Premium,
98,Pantalon,10.830860033726813,54.26479222881814,2023-07-17,587.7343693895957,0.29326312693463513,Premium,
15,Chemise,10.830860033726813,56.6,17/06/2024,613.0266779089376,0.3062050427975206,Premium,
63,Cravate,3.3,54.26479222881814,2025-05-15,179.07381435509984,0.08415408037639162,Basique,
88,Pull,13.7,54.26479222881814,14/07/2023,743.4276535348084,0.3729304053201865,Premium,
21,Chaussures,16.1,20.92,2025-04-03,336.81200000000007,0.1648677220520557,Standard,
10,Chaussures,19.5,54.26479222881814,2025-02-27,1058.1634484619537,0.5339787403849953,Premium,
100,Chaussures,15.6,48.94,2024-11-18,763.4639999999999,0.383182878318206,Premium,
67,Chaussures,6.8,39.04,06/02/2025,265.472,0.12836349085654464,Standard,
67,Robe,10.830860033726813,54.26479222881814,2024-10-10,587.7343693895957,0.29326312693463513,Premium,
75,Chaussures,10.830860033726813,85.83,2025-02-14,929.6127166947723,0.4682001360566898,Premium,
82,Chemise,10.830860033726813,54.26479222881814,10/08/2023,587.7343693895957,0.29326312693463513,Premium,
32,Lunettes de soleil,6.7,71.98,03/04/2025,482.266,0.23929562286943523,Standard,
41,Pull,19.5,78.46,12/04/2025,1529.9699999999998,0.7753991978688979,Premium,
31,Montre,10.830860033726813,32.31,2023-08-13,349.9450876897134,0.1715878407699729,Standard,
38,Lunettes de soleil,10.830860033726813,32.34,19/09/2023,350.27001349072515,0.1717541032673309,Standard,
74,Pull,4.6,54.26479222881814,26/12/2023,249.6180442525634,0.12025112099436597,Standard,
40,Montre,10.830860033726813,55.49,2024-09-02,601.0044232715009,0.3000533303952737,Premium,
75,Pull,10.830860033726813,54.26479222881814,12/02/2024,587.7343693895957,0.29326312693463513,Premium,
47,Lunettes de soleil,10.830860033726813,14.6,14/03/2025,158.13055649241147,0.07343754649628537,Basique,
47,Chaussures,10.830860033726813,55.01,2025-04-24,595.8056104553119,0.29739313043754523,Premium,
18,Pull,10.830860033726813,23.4,30/06/2023,253.4421247892074,0.12220787905463941,Standard,
73,Robe,10.0,43.15,24/02/2025,431.5,0.21331897861836555,Standard,
100,Cravate,10.830860033726813,54.26479222881814,2023-05-24,587.7343693895957,0.29326312693463513,Premium,
88,Cravate,1.6,54.26479222881814,31/08/2023,86.82366756610902,0.036950258029809765,Basique,
91,Montre,10.830860033726813,54.26479222881814,19/07/2023,587.7343693895957,0.29326312693463513,Premium,
16,Lunettes de soleil,10.830860033726813,83.65,08/11/2024,906.0014418212479,0.45611839458200665,Premium,
33,Montre,10.830860033726813,54.26479222881814,2024-07-18,587.7343693895957,0.29326312693463513,Premium,
14,Cravate,5.6,67.42,2025-02-28,377.55199999999996,0.1857141248962541,Standard,
53,Pull,14.6,71.31,2024-08-16,1041.126,0.5252607847130473,Premium,
71,Chaussures,10.830860033726813,52.97,19/04/2024,573.7106559865092,0.2860872806171995,Premium,
95,Chemise,18.4,47.61,2024-01-16,876.0239999999999,0.4407791253516616,Premium,
51,Montre,10.830860033726813,88.91,15/05/2025,962.9717655986509,0.48526975245211373,Premium,
73,Pantalon,10.830860033726813,54.26479222881814,2025-01-29,587.7343693895957,0.29326312693463513,Premium,
33,Chaussures,10.830860033726813,81.17,2024-02-23,879.1409089376054,0.44237402813374327,Premium,
79,Lunettes de soleil,10.830860033726813,17.81,2024-11-01,192.89761720067452,0.09122763371359405,Basique,
18,Montre,7.1,54.26479222881814,2024-10-21,385.28002482460874,0.1896685067981628,Standard,
58,Robe,10.830860033726813,62.42,16/01/2025,676.0622833052277,0.3384599672849775,Premium,
84,Pull,14.2,54.26479222881814,07/04/2025,770.5600496492175,0.3868138824809459,Premium,
21,Lunettes de soleil,10.830860033726813,54.26479222881814,01/04/2024,587.7343693895957,0.29326312693463513,Premium,
78,Pull,10.830860033726813,78.16,2023-09-19,846.5400202360877,0.425692357565488,Premium,
88,Pantalon,10.830860033726813,17.03,2025-05-13,184.44954637436763,0.0869048087822854,Basique,
71,Cravate,11.9,54.26479222881814,2025-03-23,645.7510275229358,0.3229498875414528,Premium,
88,Cravate,10.830860033726813,54.26479222881814,2025-02-01,587.7343693895957,0.29326312693463513,Premium,
40,Chemise,8.5,77.12,2024-04-06,655.52,0.3279486095746086,Premium,
55,Pull,14.3,94.11,14/12/2024,1345.7730000000001,0.6811467466000511,Premium,
5,Robe,8.8,54.26479222881814,04/02/2024,477.53017161359963,0.2368723291447447,Standard,
45,Pantalon,10.830860033726813,57.6,2024-04-05,623.8575379426644,0.3117471260427881,Premium,
98,Pantalon,10.830860033726813,65.34,2023-11-30,707.68839460371,0.3546428503611586,Premium,
27,Pantalon,2.9,50.18,2023-09-22,145.522,0.06698582710687338,Basique,
95,Chemise,8.6,58.58,2024-11-16,503.78799999999995,0.25030829547652506,Premium,
65,Robe,10.830860033726813,54.26479222881814,2024-03-14,587.7343693895957,0.29326312693463513,Premium,
39,Chaussures,19.7,54.26479222881814,2023-06-21,1069.0164069077173,0.5395321312492989,Premium,
72,Chaussures,10.830860033726813,60.03,10/11/2023,650.1765278246206,0.3252143883287882,Premium,
83,Lunettes de soleil,10.830860033726813,54.26479222881814,2023-10-24,587.7343693895957,0.29326312693463513,Premium,
39,Lunettes de soleil,10.830860033726813,31.69,13/05/2024,343.2299544688027,0.168151749157907,Standard,
68,Chaussures,10.830860033726813,28.3,28/01/2025,306.5133389544688,0.14936408695645018,Standard,
78,Chemise,17.6,82.42,09/06/2023,1450.592,0.7347819724156142,Premium,
64,Montre,10.830860033726813,54.26479222881814,2023-07-14,587.7343693895957,0.29326312693463513,Premium,
48,Pull,8.9,76.71,18/02/2024,682.7189999999999,0.34186616752648274,Premium,
83,Montre,10.830860033726813,54.26479222881814,2025-03-07,587.7343693895957,0.29326312693463513,Premium,
70,Chemise,11.0,95.07,2024-02-03,1045.77,0.5276370904275406,Premium,
53,Chaussures,17.0,16.12,2023-06-12,274.04,0.13274768279491214,Standard,
28,Montre,10.830860033726813,69.34,2025-04-02,751.0118347386173,0.3768111833422287,Premium,
69,Lunettes de soleil,10.830860033726813,54.26479222881814,2023-10-07,587.7343693895957,0.29326312693463513,Premium,
20,Cravate,10.830860033726813,54.26479222881814,27/08/2024,587.7343693895957,0.29326312693463513,Premium,
11,Pull,10.830860033726813,60.85,14/02/2024,659.0578330522766,0.32975889658990754,Premium,
88,Pantalon,13.4,54.26479222881814,21/01/2025,727.148215866163,0.3646003190237309,Premium,
71,Montre,2.1,73.26,24/04/2024,153.846,0.07124516577341998,Basique,
56,Pull,11.8,90.53,2024-09-03,1068.2540000000001,0.5391420124095966,Premium,
96,Pull,10.830860033726813,30.89,23/05/2023,334.5652664418213,0.16371808256169304,Standard,
78,Lunettes de soleil,10.830860033726813,54.26479222881814,09/05/2025,587.7343693895957,0.29326312693463513,Premium,
63,Cravate,10.830860033726813,54.26479222881814,2025-02-06,587.7343693895957,0.29326312693463513,Premium,
99,Robe,16.2,17.38,30/11/2024,281.556,0.13659357292198615,Standard,
92,Chaussures,10.830860033726813,42.46,2025-05-21,459.87831703204046,0.22783998570943806,Standard,
40,Montre,10.830860033726813,19.2,2024-12-14,207.9525126475548,0.09893112942451589,Standard,
56,Montre,10.830860033726813,19.3,28/02/2024,209.03559865092748,0.09948533774904263,Standard,
71,Pantalon,10.830860033726813,87.73,15/07/2023,950.1913507588533,0.4787300942226981,Premium,
49,Chaussures,10.830860033726813,34.16,2024-02-02,369.98217875210787,0.18184069477371773,Standard,
22,Lunettes de soleil,10.830860033726813,53.58,18/10/2024,580.3174806070826,0.28946795139681275,Premium,
33,Cravate,10.830860033726813,63.44,26/08/2023,687.109760539629,0.34411289219515034,Premium,
14,Chaussures,10.830860033726813,54.26479222881814,20/04/2025,587.7343693895957,0.29326312693463513,Premium,
